date,price
2021-08-24 02:00:00,11.13086511628480428883343042629055
2021-08-25 02:00:00,9.454222077259403490920012172642154
2021-08-26 02:00:00,10.02606251612598460739797929279517
2021-08-27 02:00:00,11.0874355439949003002975498403547
2021-08-28 02:00:00,10.96286739006370944886261422304306
2021-08-29 02:00:00,10.93671433462079037941682255654731
2021-08-30 02:00:00,9.463556066420531961161991334192366
2021-08-31 02:00:00,11.23815748682226266846665417432052
2021-09-01 02:00:00,11.86760016639547176835055062501339
2021-09-02 02:00:00,11.26234755504862849872217540701589
2021-09-03 02:00:00,11.98759571896627572453887679707612
2021-09-05 02:00:00,12.7205203702950306300522014257055
2021-09-06 02:00:00,12.7205203702950306300522014257055
2021-09-08 02:00:00,12.7205203702950306300522014257055
2021-09-09 02:00:00,11.73698186310482031568861476253892
2021-09-10 02:00:00,11.61434371600500025850488976754873
2021-09-11 02:00:00,11.67013936430403178881681809694599
2021-09-12 02:00:00,11.8048872029393252924702675561565
2021-09-13 02:00:00,11.8527116661287215779597141952308
2021-09-14 02:00:00,11.81985747738902174342726997402861
2021-09-15 02:00:00,11.98641696905222289230111271361346
2021-09-16 02:00:00,11.98763579043647497585431642777061
2021-09-18 02:00:00,11.98763604123097232733953357369381
2021-09-20 02:00:00,11.98763627548386743477147655788427
2021-09-21 02:00:00,11.57688540839615055543766522797097
2021-09-22 02:00:00,11.81212545887616473802161144621101
2021-09-23 02:00:00,11.73774178582186905927871829653519
2021-09-24 02:00:00,11.81551315143323733448919360398979
2021-09-25 02:00:00,11.8758527449901146589280392232877
2021-09-26 02:00:00,11.98703487849769505810039646907299
2021-09-27 02:00:00,11.98717158055731745260846780145768
2021-09-28 02:00:00,11.9851355454410623330168063139093
2021-09-30 02:00:00,11.98397290413863222747579702409613
2021-10-01 02:00:00,12.26192323631364620889461475305154
2021-10-03 02:00:00,11.98755788087051261774366574891257
2021-10-04 02:00:00,12.25095596992768627023470703193511
2021-10-05 02:00:00,13.34773780581802398081732272983613
2021-10-06 02:00:00,11.91616530589101268416469195806869
2021-10-07 02:00:00,12.4441302410435957550432982049068
2021-10-08 02:00:00,11.85142037386368041891324037351726
2021-10-09 02:00:00,11.64204625447794064476114284793257
2021-10-10 02:00:00,11.71684852171052046713175691346119
2021-10-11 02:00:00,11.63835775608537876186217739330035
2021-10-12 02:00:00,11.48944075545870950766304595103718
2021-10-13 02:00:00,11.51432230489659324413431283046551
2021-10-14 02:00:00,11.52575769808158841491268412654332
2021-10-15 02:00:00,11.55850550925203778084633947011653
2021-10-16 02:00:00,11.63107093219850869228321013682566
2021-10-17 02:00:00,11.3704593764503659053612032566589
2021-10-18 02:00:00,11.39438894512681446308677527113766
2021-10-19 02:00:00,11.24332678542028535208469940475848
2021-10-20 02:00:00,11.27960195924440446242735045306599
2021-10-21 02:00:00,11.09532199981558777893599375114801
2021-10-22 02:00:00,11.09831260176301791939858687598617
2021-10-23 02:00:00,11.12916339524355288413753848285484
2021-10-24 02:00:00,10.71337932531481459655144467687017
2021-10-25 02:00:00,10.40775802573503748257283230754289
2021-10-26 02:00:00,9.909451040315268432572099938630268
2021-10-27 02:00:00,9.805639705463911539528003332057898
2021-10-28 02:00:00,10.03682007821076271120744098423687
2021-10-29 02:00:00,9.523113859732225970059388495016388
2021-10-30 02:00:00,9.481004565909428080748744694037883
2021-10-31 02:00:00,9.468481576481182192426710589481644
2021-11-01 01:00:00,9.438415074753172556894010213797027
2021-11-02 01:00:00,9.434251539116989118670690708741028
2021-11-03 01:00:00,9.378197615213266625582573452465143
2021-11-04 01:00:00,9.211076893923085323101259369303552
2021-11-05 01:00:00,9.090608693994611131638858655626179
2021-11-06 01:00:00,9.116800918782158491697128720093674
2021-11-07 01:00:00,8.517224920116290544488146025136644
2021-11-08 01:00:00,8.220598273840792686512652667271222
2021-11-09 01:00:00,9.314411772379145629397096574212439
2021-11-10 01:00:00,9.653231546021150364060456426538186
2021-11-11 01:00:00,9.71237541944210656806732612216777
2021-11-12 01:00:00,9.829800865768665499176772201135595
2021-11-13 01:00:00,9.856672503369673434534106652340646
2021-11-14 01:00:00,9.877329900402673311995251306518184
2021-11-15 01:00:00,9.922829443458197209499468727947625
2021-11-16 01:00:00,10.38074215130875263896162239702245
2021-11-17 01:00:00,10.30191425064617117747546666162444
2021-11-18 01:00:00,10.39741842312321184528076864879444
2021-11-19 01:00:00,10.43010883582668069001070833995512
2021-11-20 01:00:00,10.49790395478627235359718730047669
2021-11-21 01:00:00,10.50333491063111994599262789419294
2021-11-22 01:00:00,10.2283998548900159251685390790327
2021-11-23 01:00:00,10.30919102553221486617752502644442
2021-11-24 01:00:00,10.50866915260769351083004898727975
2021-11-25 01:00:00,10.21984254403085665351225333334173
2021-11-26 01:00:00,10.02230650662472460985254022707034
2021-11-27 01:00:00,10.39861223282721754407111684694406
2021-11-28 01:00:00,10.50626951318167643361582035455579
2021-11-29 01:00:00,10.37643530794746494436476456949606
2021-11-30 01:00:00,9.871996294172145623820351620335348
2021-12-01 01:00:00,10.35434508129931267333181164001845
2021-12-02 01:00:00,9.713348099466697262603711884442172
2021-12-03 01:00:00,9.808925838607165417918549371912361
2021-12-04 01:00:00,9.892169980292655338373067279865528
2021-12-05 01:00:00,9.911698261290169587377770875893712
2021-12-06 01:00:00,9.915972079468403964137551447130024
2021-12-07 01:00:00,9.923803924533805573810723140022667
2021-12-08 01:00:00,9.896783756425538896884154574271607
2021-12-09 01:00:00,9.242416947967575937923405740499989
2021-12-10 01:00:00,9.309384768706544114161845320188538
